review,rating
It's so good....the nurses are doing great job there,5
"Best hospital of oncology, Im so satisfied with the services. Thank you Samreen, Zuann, Vijay. 100% professional. Highly Recommended.",5
"(Translated by Google) A very, very excellent hospitalIt has a medical card from the best staff... and modern equipment from among the latest devices. My greetings to all those in charge of it.(Original)?????? ????? ??? ??????? ?????? ????? ?? ???? ?????? ..?????? ????? ?? ?? ???? ??????? ??????? ??? ???????? ????",5
"good treatment, clean hospital, excellent doctors. Thank you to all the workers there and the translators",4
Service and ambience is very good. Really impressed with the service I got.,5
"Worst hospital. Unwanted charges they add in bills. There will be no reasons why they added. Simply fooling people, never recommend this hospital, once you go you will suffer a lot financially. Becoz lots of unwanted things they add in bills. Actually medicine given for the patient will be not even 20 percent of the bill amount.The charges will be all useless things other than medicine.Please dont choose this hospital. Instead try hospitals such as HCG or Manipal. For better price for same treatment.",1
"My father has been undergoing treatment at this hospital since August 2023 till date. The treatment is excellent, and I thank Miss Rekha Mam for her care for patients. She tries to approach, in case of any issues about treatment or management and tries to resolve them ASAP. I also thank Dr Harish and Dr Surendera for their proper diagnosis and treatment, they also give clarity about the treatment and progress. And I also thank Miss Akshatha mam Radiation Dept, she is a friendly and very helpful person.",5
"Good Hospital and exceptional medical professionals who are emotionally intelligent and good in their various area of specialisation, wonderful experience for us here at cytecare Hospital. I want to used this opportunity to specially recognise Mohammed Muneebullah, He has been so wonderful providing support care and word of encouragement, I strongly recommend him for the award of staff of the year, also special thanks to Ruchira and Jai ..... Thank you all",5
is a wonderful hospital in terms of providing services to patients. The nursing staff is also dedicated to their work and provides everything they can to patients. There is a good and efficient medical staff and there are good health services and a beautiful and clean building... and it is equipped with all advanced medical equipment and supplies.,5
"We had a excellent interaction with Dr. Sharath Kote G S. Doctor is very good and reliable. He identified the issue and provided the right treatment.Everything is good with the hospital only issue is with the clinical test cost.It's Exhoborant, charges are 3 times high when compared to the well established diagnostics.20-30% high is okay but 3 times higher is too much. Hope management will work on it. They need to think medical treatment as service not as business.",4
"(Translated by Google) Excellent hospital. Very clean. I dealt with the doctors:Dr. SahashDr. TiaDr. Sirt KutDr. AkshayDr. PanyashreeThey are all excellent, and the translator, Mohamed, is also excellent in dealing with them(Original)?????? ?????. ????? ??? ?????? ?? ????????:????? ?????????? ???????? ??? ???????? ????????? ??????????? ??????? ?????? ??????? ???? ????? ?? ???????",5
Excellent staff and very cooperative.It was a good experience particularly when all the staff came to see off before discharge.Thanks to all the team members and all the Doctors.Pranam,5
Nice service in pet ct tq to sabeeha and ashwini,5
"My experience at Cytecare was very good! The hospital atmosphere was admirable, it was very clean and well maintained. The entire process from admission to discharge was very smooth. The staff there are very hospitable, polite and service is very good. Thanks a lot to my doctor, Dr.Poovamma, who was my surgeon. Her pleasant smile and a ear for listening to me patiently and answering all my queries gave me a strong assurance. Her years of experience, skill and commitment is commendable. She and the staff made me very comfortable, hence I was at ease pre and post surgery. Now, my recovery too is quick. Thanks to Cytecare for the wonderful service you do for people to promote good health!Vinodhini M Stephen",5
"My Mother had underg1 Whipple Procedure after guidance from Dr Sarath Kote Sir. I stayed in the hospital for 1 month and had a very good experience with the line of treatment. Doctor explained about the disease and the line of treatment and surgery to be performed.He always boosted us that everything will be good and great after surgery .Well its been almost 8 month , my mother is complete fine and doing good.Thank you Sir and all the team at CyTe care hospital.",5
Good Hospital for the cancertreatment consulted with Dr. Sharath he is very and humble person. He will listen your problem 1000 times even if it's a silly questions he'll reply you very politely. Hygiene and cleanliness is superb?? here thanks to all the staffs who is being very cooperative .,5
"At first, I had my doubts on the extremely high ratings of the hospital. However, as the attender of a loved 1 fighting cancer, I can say that choosing Cytecare was 1 of the best decisions. Pretty much the entire staff - doctors, nurses, procedures team, insurance helpdesk, housekeeping, cafeteria, radiology, pathology - they're all extremely helpful, courteous, n have very good expertise in their fields. The processes are very streamlined n smooth for the most part, n wait times are minimal. Our family is very lucky to have Cytecare's team with us in fighting cancer. I wish the hospital n its entire staff my best compliments in its operations.To cancer patients - since the crowding in Cytecare is minimal, the chances of infection at hospital premises are pretty less ...this is an important factor while choosing a hospital. Its an excellent hospital for cancer treatment.",5
"They were very quick in treating, very courteous and helpful",5
We took our mother to emergency ward and it was maintained well - Clean and hygienic. Good service by the staff.,5
Cytecare hospital was very good caring thanks to Dr Ram mohan reddy all the staffs was very helpful in radiology department..,5
All staff take special care of the patients very satisfied,5
Good service by sister Mothi rani,5
My father came to hospital with bedridden and thank you to Dr. Prasad Narayanan for his guidance and advice on the treatment. Now my dad is able to eat food walk in his own without any support. All the staff in the hospital are very responsive and supportive. Thank you so much every1 and keep up the great work. Please maintain it dont let it go.,5
Good hospital only thing it's better Chemotherapy rates to b given 50 Percentage discount lower and middle class people have to suffer losing everything so do plz give discount.... request,3
Sushma is a very supportive and humble person. I like the way he handles pressure.,5
"It is very good hospital for cancer treatment,",5
Very good service. Excellent staff.,5
"Excellent treatment & service, good facilities, friendly staff, doctors and nurses. But Canteen food taste needs improvement.",5
"Most hygenic, good supporting staff, supportive doctors",5
"I had visited cytecare , it is a smooth experience. Ms. Mothi Rani in the initial assessment was very good with the patient.",5
Good services from all area,5
"Got admitted for gastrointestinal infection. The insurance team is so pathetic that their pre approval application with insurance companies like Nivabupa and Carehealth got immediately rejected citing silly reasons. Ended up paying 34,500rs in cash for 2days in general ward with just blood, urine and stool test. Though their internal services staff and cleanliness was good the cons outweighs the pros.",1
Good hospital,5
He is truly a Gem of person.H1st and empathetic towards patients.Highly experienced and efficient+skillful Doctor.,5
Had a good experience with Dr Poovamma and the staff.they are very polite and supportive for anything.,5
"(Translated by Google) I received full care, and it was 1 of the best care, and all the employees treated me very well, knowing that the hospital is very excellent.(Original)??? ???? ??? ??????? ??????? ????? ?? ???? ???????? ????? ???????? ???? ???????? ??? ???? ????? ???? ????? ??? ???????? ????? ????",5
Thank you so much Cytecare treated me well. Special thanks to Dr Punya Dr Shobha and the whole team of Gynec department..,5
Im really very very happy with the hospital and their hospitality and especially the doctors! Dr. Povamma breast cancer surgeon and medical oncologist dr. Harshish who were very very transparent about the treatment to me ! I will personally pray that no 1 should get cancer but if any 1 does get plz come to this hospital as the treatment and diagnosis is excellent!!!??,5
Thank u Cytecare for treating my mother well. Thank you Dr Poovamma and the whole breast unit .,5
"Patient lalita gk,thanks for quick reports,gud lab",5
My friend referred here.I am very happy with the outcome.,5
Wonderful guidance and clearing of queries by Dr Poovamma. Staff very supportive. Thank you,5
Excellent,5
"(Translated by Google) High-end medicine, doctors with a high level of knowledge, good treatment of patients, great care for patients, very excellent cleanliness, good reception, male and female nurses with the utmost morals and respect, with our appreciation and respect to the honorable young man, Muhammad Munib, for the translation he did, so a thousand thanks and respect.(Original)?? ???? ? ????? ??? ????? ???? ?? ????? ??? ???????? ?? ?????? ?????? ??????? ???? ???????? ?????? ??? ??????? ??? ? ???????? ????????? ?? ??? ??????? ????????? ?? ???????????????? ????? ?????? ???? ???? ??? ????? ?? ?? ??????? ???? ??? ???????.",5
Its very good time and very good service in this hospital.. I am happy for visit and Service this hospital,5
Good system in hospital,5
"(Translated by Google) My experience was very happy because I was in the right place. City Care Hospital is 1 of the finest hospitals. The nursing staff in the hospital is very excellent and takes full care of the patient and his companions.(($There are also very excellent translators who are very polite and respectful, and they deal directly with Arab patients in translation. Thank you, Brother Muhammad Munib, who was like a brother to us and a son to my father in the hospital$))We also thank our dear brother Haitham Omar Al-Qathmi for his treatment and directions to the finest and best hospitals. Thank you, Abu Abdul Rahman.He thanked the hospital administration for providing comfort to patients(Original)?????? ???? ?? ???? ??????? ????? ??? ?? ?????? ?????? ?????? ???? ??? ?? ???? ?????????? ??????? ??????? ?? ???????? ????? ??? ?????? ????? ?????? ???????(($??? ??? ???? ??????? ??????? ???? ??? ??? ????? ????????? ??????? ??????? ?????? ????? ?? ??????? ????? ???? ???? ????? ????? ??? ??? ??? ???? ?????? ?? ????????$))??? ???? ???? ?????? ???? ??? ?????? ??? ??????? ???????? ??? ???? ????? ?????????? ????? ??? ????????????? ?????? ???????? ???? ??? ????? ??????",5
Thanks to radiology team.,5
"The teams on the ground were very supportive starting from administration when we need assistance or clarification they were on point and responded within the shortest time possible.special shout-out to Rowlin, Jayaar, Ruchira & Mohammed.Doctor & support staff, they too were very supportive.Special shootout to Dr Shobha, Dr punyashree, Dr Poovamma & Carunia for support staff.In the ward the staff there were also supportive and a special shout-out to Bairavi, Rajaram and Ashwin to name afew.It was a comfortable stay and I highly recommend them to other international patients as an international patient myself",5
"The hospital fraternity had compassion, expertise, and dedication to improving quality of life for us which is truly commendable. They proved to be an invaluable source of support during a difficult time making our stay comfortable.",5
Excellent,5
"Visited the hospital for a procedure. Very supportive, polite and courteous staff. The doctors are just so amazing both interms of knowledge and empathy. Special thanks to Dr.Rashmi G and Dr.Triparna Ghosh mam as well as the entire staff. Would definitely recommend this hospital for those seeking the best!!",5
"Been a part of Cytecare for a while now..Always had a fantastic experience..The doctor(Dr.Prasad) and the staff here have always been of extreme help and very courteous.Special mention to Asiya , sister Sangeetha and radiologist Abdul..all of whom made the experience easy and comfortable. Thank you all for the patience and warmth.",5
Good job excellent service,5
Dr Akshay is excellent. Very polite and thorough professional.,5
Thanks to radiology team and doctor,5
"Very helpful, service with a smile. No tension. Well directed. Awesome!",5
He is a very good doctor,5
Dr Sharath Kote explains the issue clearly and in a way we can understand . Endoscopy was also so smooth. He calmly answered all my questions. I would highly recommend him for any Gastro issues.,5
I would like to thank Dr Ram Mohan Reddy for Radio iodine treatment of my sister. Thanks to Asiya & Martina for helping us in all the process.,5
Thanks to Dr Rashmi and entire radiology department.,5
(Translated by Google) The hospital is excellent and the doctors are excellent... Thank you all... Thank you Mohamed Youssef and Mohamed Muneeb for doing their jobs properly.(Original)???????? ????? ???????? ???????... ?????? ????? .. ????? ???? ???? ????? ???? ????? ??????? ???? ????.,5
Metro biggest station,5
"i consulted Dr. Sharath Kote for my wife, we are happy with his treatment. She is doing very good now. We recommend others to consult him",5
Good experience. Thanks to Dr Rashmi and radiology team.,5
1 of the best hospital for the treatment thanks for the radiology department..,5
Did not expect a hospital to be so well run and the employees so courteous and compassionate.Outstanding!,5
Thanks for Radiology team.,5
"Good Morning,Our experience with Cytecare has been very good,from the guards at the entrance to all staff to Doctors is highly commendable.Would like to say a big Thank you to Martina and Asiya From radiology department for their prompt service and support, would like to thank all Doctors,Nurses and technician in the Radiology department.Thank you so much and god bless",5
Good experience. Thanks to radiology department.,5
Thanks to Radiology department Special thanks to Martina & Asiya for helping us,5
Dr mohanraj takes care very well happy with the treatment. Because of Dr mohanraj baby is doing well now. We had been to many places but they said can't do. My baby is in good condition now means because of Dr mohanraj sir. Thank you much cytecare.,5
Dr Akshay kudpaje sir is so friendly and caring..,5
"I visited Cytecare Hospital on the 2nd of this month very happy with the service provided by the hospital and Dr Krishnamurthy the way of his explanation is so nice , thanks to Mr Shyam and dhanya sister and all Cytecare team",5
"The hospital is top quality. Care, compassion and hospitality are 3 words that I can use to describe this hospital. The way they take care of people is extraordinary. You dont feel that you are a patient. The spirit of service comes alive very evidently through the work they do.",5
well take caring,4
Madam Bhavani M was very kind and pleasent on her guidance and madam Asiya Banu was very sweet and kind towards all the guidance. Thanks to the team of Pet CT. Sabheeha E did the treatment very calmly.,5
(Translated by Google) The doctor is very excellent.,5
Good service best hospital,5
Dr.Sharath kote. G.S pehele bimari ki puri tara janch karte hain fir achhi tara samjha te hain thanks sir and Kirtana mam(Translated by Google)Dr.Sharath kote. G.S first examined the full details of the disease and then understood well thanks sir and Kirtana mam.,5
1 of the best in Cancer care ..,5
"I am absolutely delighted to express our overwhelming positive experience with Cytecare Hospital, Bangalore for their medical excellence and holistic approach to cancer diagnosis, treatment, and special patient care.My sister Anisah recently had the privilege of receiving care at Cytecare Hospital, and I am her sister compelled to share my heartfelt appreciation for the exceptional team of consultant doctors, nurses, staff, secretaries and financial managers who guided us through this difficult challenging course of diagnosis, and special protocols of chemotherapy and radiotherapy.Dr.Prasad Narayanan, Hemato-Oncologist with special thanks for being a dedicated professional doctor for his comprehensive knowledge, transparent communication, outstanding doctor-patient relationship answering any questions of concern. He has a welcoming expression forwarding valuable advice, encouraging positive results on investigations and response to chemotherapy.Dr.Surendra T. Reddy, Radiation Oncologist, a gentle doctor exhibiting remarkable medical expertise, outstanding knowledge and empathy. He greets us with a warm welcoming smile and comfort explaining all concerns with clear words. His therapeutic work is fully appreciated beyond words.Dr. Akshay Kudpaje, a marvellous Head and Neck Oncologist Surgeon, exhibiting excellent clinical and communication skills with simplified straightforward explanation in a friendly manner. He gently discusses ongoing effective suitable treatment plans.Dr.Poojashree at Radiotherapy always greeted us with warm welcoming smile, creating a sense of comfort. She clarifies radiotherapy side effects giving reasonable responses to major concerns.Nursing staff deserve special recognition for their excellent organization, good commitment, great care showing kindness, warmth and empathy. The nurses, Abbe, Rinki, Bhairi, Megha, Dranna, Sourav, Dhirijanad, consistently provided attentive close care and strengthening the emotions of my sister during admission. Radiotherapy staff Navin welcomed us with friendly face giving advice on radiation process, together with Mothi Rani, Jaya Alekhshmi, Ashwini and Akshitha very helpful staff team. Day care center staff Wan deserves special thanks with Amulya, and Veda were cooperative gentle with outstanding services. Generally, all desktop department staff as Anisha, Anushka, Anisah provided continuous guidance. House keeping team were very clean and punctual in maintaining hygienic conditions.Ruchira Das, Associate Manager, experiencing an amazing personality, very polite, understandable and played an important role in navigating the financial aspects of my sisters treatment. Her special guidance and transparency in explaining billing procedures were immensely helpful during the stress time we experienced concerning the unexpected extremely high billing costs for chemotherapy and radiotherapy. Yousef Mohammed was always on the corridor providing a helpful hand and discussing queries with solutions in a respectful gentle manner.Security guards Rajaefh, Rajin and others I do not recall their names and lift men whether indoors or outdoors were humble always helpful giving special attendance with a good smiling face.Last but not least Dr.Mazin Mohammed Rashid the focus point who guided and opened the door for us to Cytecare Cancer Hospital and we are really grateful, appreciate his valuable advice and I would like to express my personal gratitude and sincere thanks for his assistance and support.In conclusion, due to the ongoing experience with this hospital, I wholeheartedly recommend Cytecare Hospital to any cancer patient coming from Aden, Yemen seeking comprehensive, and top-tier cancer diagnosis and treatment. I am deeply grateful for extraordinary work standard of the remarkable expertise team of oncologist consultants, doctors, nurses, finance managers, secretaries, and all other staff in the hospital who collectively have created an environment of medical excellence friendship, empathy, comfort, genuine care and trust.",5
"We had the best care at Cytecare Hospital. Every individual working at the hospital - entire team at the hospital, right from the security team to the staff at all levels and the doctors, surgeons have all provided excellent service. They are all ever smiling, polite, kind and dedicated to the core. We have never seen such a environment or professionalism in any other Hospital.Thank you Dr Prasad Narayanan, Dr Poovamma, Dr Raghavendra Babu, Dr Poornima Subramanya, Dr Thaya , Dr Dinesh Raju, Dr Chakradhar Reddy and their entire teams. Also special thanks for the kindness and support provided to us by Security Head Mr Srinivas, Ms. Saraswati for your timely help. Also, the sisters and brothers are thorough professionals and they rendered their duties so selflessly. Heartfelt gratitude to the management for such a wonderful experience at a time when we needed it the most.",5
"I cannot express enough gratitude for the exceptional care and support my family and I received at Cytecare Cancer Hospital. From the moment we walked in, we were met with warmth and understanding by the staff. Their dedication to patient well-being is truly remarkable.The medical team's expertise is unparalleled. Dr. Punyashree and Dr. Shoba K played a pivotal role in my mom's journey with carcinoma endometrium. Their profound knowledge, combined with their compassionate approach, provided us with a sense of security and hope. Their willingness to patiently explain every aspect of the treatment plan empowered us to make informed decisions with confidence.Throughout the treatment journey, both Dr. Punyashree and Dr. Shoba K displayed a remarkable blend of professionalism and compassion. Their attention to my mom's physical and emotional well-being was truly exceptional. It's clear that they see beyond the illness, treating each patient as a unique individual.The facility itself is top-notch, equipped with state-of-the-art technology and amenities designed to ensure patients' comfort. The cleanliness and organization of the hospital further instilled confidence in us about the quality of care being provided.What sets Cytecare apart is their holistic approach to healing. They offer not only advanced medical treatments but also emotional and psychological support. The counselors and support groups, combined with the genuine care from doctors like Dr. Punyashree and Dr. Shoba K, provided my mom with the emotional strength needed to navigate this challenging phase.Every staff member we encountered, from the nurses to the administrative personnel, demonstrated the same level of care and concern. They were always ready to address our questions and concerns, making us feel like we were part of a caring community.In a difficult time for our family, Cytecare Cancer Hospital, along with the outstanding contributions of Dr. Punyashree and Dr. Shoba K, became a beacon of hope and healing. Their dedication to ensuring the well-being of both patients and their families is truly commendable. I am incredibly grateful for their unwavering support and expertise throughout this journey. If any1 is seeking world-class cancer care combined with genuine compassion, I wholeheartedly recommend Cytecare Cancer Hospital.",5
"Highly clean and crystal clear operating procedures maintained in Cytecare, Dr Shoba, Dr Adithya and Dr Punya were really helped us for immediate assistance and operated my Mom who suffered from Ovarian Mass.My heartfelt thanks to Gynaecology Dept, especially Neethi Mam, who helped us in all coordination and routed us with acme response.Heartily thanks to Insurance team, especially Mr. Vijesh who is down to earth person who took the case seriously and helped for end to end claim process.Overall I would rate 100***** for the great services.",5
"Great doctors and awesome service . Positive environment , clean and hygienic conditions . I wish they open a regular hospital close by ; would be very helpful to north Bangalore people ??",5
It's the best hospital I have ever visited... The hospital has all the specialist depending on the type of cancer.. They have modern equipment...the staffs at cyte care are always kind and helpful.. The hospital is always clean.. There services are out of this world. Thanks cyte care for taking good care of. Me..,5
(Translated by Google) The best hospital in Bangalore state,5
Itis a wonderful hospital in terms of providing services to patients. The nursing staff is also dedicated to their work and provides everything they can to patients. There is a good and efficient medical staff in pet ct thanks to drharish and sabeeha martina bhavani Asiya????,5
"1. Cytecare is great for Cancer treatment & Surgeries.2. Dr. Poovamma is an extraordinary breast cancer doctor who excels not only in her medical expertise but also in her instantly approachable personality. From the moment we met her, she made us feel comfortable and supported us throughout our breast cancer treatment journey. Her remarkable knowledge and willingness to patiently address all my questions and concerns were truly reassuring. Dr. Poovamma's compassionate and approachable nature sets her apart as a healthcare professional. I am incredibly grateful for her outstanding care and would wholeheartedly recommend her to any1 in need. She truly is a real-life superwoman, indeed!3. Dr. Aditya Naragund provided exceptional care and expertise in the treatment of hernia, and I deeply appreciate his skillful and compassionate approach throughout the entire process.4. A big shoutout to Nurse Saurav, whose passion for his job really amazed me! His dedication and genuine care made a significant difference. Thank you, Nurse Saurav, for your outstanding commitment to patient well-being!5. However, the hospital urgently needs to address and rectify the shortage of duty doctors, nurses and caretakers in post-surgery care to ensure a more balanced and inclusive healthcare environment. I really felt they were overworked as they couldn't respond to patient calls immediately few times.6. And lastly the hospital should consider enhancing and expediting their discharge procedures to ensure a smoother transition for patients leaving their care.",4
Good Service by the Entire Day Care Team Kudos keep up the Good work.,5
Excellent service thanks toreddy radiology department.,5
Everything is excellent in this hospital.,5
"Very good hospital, very caring right from security till the doctors.",5
Sabeha and bahavani were the best in helping us inside the hospital,5
Been coming here for a year for my dad's treatment.Good and hospitable staff,4
Good,5
Excellent services and a great geusture towards consulting,5
Excellent caring,5
"The best hospital Ive seen in Bangalore. Ive visited the hospital for radiation therapy for my mom and the service is really cool, Clean and well maintained hospital. Generous nursing team and staff. Decent security system. Doctors are very friendly and answers all the queries of the patients. Overall a great hospital and service.",5
"It has been really good experience with he department of radiation right from front desk till the doctors and staff.Special thanks to akshitha ,Anisha , Naveen ,Dr Pooja and Dr surendra from radiotherapy department.They always have made our stressful day with a joyfull with their smile and way of talking .Once againThank you",5
Well maintained hospital... each and every guidance was d1 neatly.. each test was satisfied... all staffs co- operation was so good... they very clearly explained all the procedures from reception staff to the consulting doctor all was good. I came for just normal body check up each and every step was organised well.I recommend my friends and family...,5
All the staff in the radiology department was very excellent and coperative,5
Thanks to Dr poovamma ma'am and entire team who has d1 my mom surgery last month every thing is fine now and mom didn't feel any pain at all. Thankyou so much cytecare hospital for taking care very nicely. And all coordinator who d1 spectacular job.,5
Radiology Department service is excellent,5
Thanks for all radiology staff.,5
Very supportive And patient centric approach. The facilities given by the staff and hospital are top notch from the day 1. From doctor to all the staff they help to get rid of the deadliest disease with atmost ease.Truly recommended.Thankful to Dr Prasad Narayan and their staff.,5
Very happy with doctor akshay sir and nibha mam .very friendly approach of doctor and doctor explane everything very nice ... Highly recommended cytecare hospital for every 1,5
Thank you for the good service,5
Very nice experience with dr Akshay and mr Shyam thanks all in cytecare,5
1 of the best hospital. The doctors are exceptionally good with great ambience and humble staff and treated with utmost care. Highly recommended.,5
Very good staff and service...kp it up,5
"Our experience at Cytecare was above our expectations. We hadnt heard of the hospital before which made us very reluctant and unsure of our decision to get the treatment there. However, we were surprised to see well organized the entire system was at the hospital. From the cleanliness, to staff, waiting times to ease of payment, everything went really smooth.As we started the treatment at the hospital Ms.Rekha took time out to make sure we were comfortable starting our treatment in the hospital.I would like give a special shout-out to Akshita who supported us in every possible way throughout our treatment at the hospital, from day 1 until we finished. She went our of her to help not only us but all the patients that would come in. She was very flexible and made sure the patients health and wellness came first.Radiation is something my mom was very scared about but The radiology technician Naveen made things so comfortable and easy for her. His jovial nature really put a smile on moms face helping her get over her fear. Ashwini was understanding and always made sure mom was comfortable before getting into the radiation room. Pre- radiation routine was d1 by Jayalakshmi who brightens up moms mood with her smile and joyous approach.Both the doctors we interacted with- Dr.Prasad Narayan ( our medical oncologist) and Dr.Surendra Reddy ( our radiation doctor) took time out to explain all the procedures to us and made sure we were comfortable before we started.In the chemo department, I would like to mention Madhu who was so patient and understanding during he chemo sessions.Overall our experience was very good and I would definitely recommend this hospital to others !",5
"A good place to do an annual health check - it's spotlessly clean, the staff is friendly & efficient and it all works like clockwork!",5
Good Hospital,5
Friendly staffs,5
"I got my Mother-In-Law treated last week in this hospital.1. Clean and very well-maintained hospital.2. Well behaved staffs & Security personnel.3. Great nursing service in the wards.4. Doctors very supportive & patiently answers all our queries related to treatment.Overall, we are very satisfied with the hospital treatment & services.",5
Overall experience is excellent. Came for onco screening,5
Good hospital Staffs are very co operative. Dr harish treats patients very well thank you.,5
Poor response from lab people..Said 5 minutes to wait but it's take half an hour to 1 hour for their response,1
Radiation department excellent service specially Dr surendra t reddy and her assistant doctor and her coordinator technician maven superb,5
"Treatment and care at the hospital is excellent. And , staff are willing to answer questions even before 1 leaves their home country. Dr Poovama did a wonderful job on my sister who had breast cancer. Nursing care and other departments were great. Always smiling and very helpful. I highly recommend this hospital to those looking for treatment.",5
Nice ambience,5
"Cytecare is 1 of the most hygienic and well-maintained hospitals in Bangalore. The staff are very courteous and willing to help at any time. Neethi was 1 such staff who stood out and was extremely helpful and ensured all our requirements were taken care of. In fact the Chairman himself ensures that even a patient's small requirements are taken care of. And to top it all, their cafes are handled by specially abled staff who again are very polite and makes you feel like visiting their cafe again!",5
I got my dad here for Radiation and Chemo the staffs were good. we had to See Dr Harish and Dr Surendra Reddy during our treatment process both were equally good and took care of all the requirement.,5
"Excellence way of treat the patient specially Dr. Sharath kote and nurses Mr. Sanjay and ms, monisha",5
Staff and professionals were all excellent. Facility is very clean and nicely organized. The breakfast served at the cafeteria was also very good.,5
"The experience was quite flattering, to say the least. The price of the test is only half of what other hospitals charge, and the team here welcomes you whole-heartedly. The visit here made my day yesterday, especially with the existence of Mitti Cafe, toping it off.",5
Excellent Service. Quality treatment.,5
Excellent careWell managed placeTime to time tests and instant reports with consultation,5
"Very good Hospital special thanks to Dr Poovamma, Dr Neelima Sister Carunia and Neethi. Services was really excellent thank u",5
"I recently had the opportunity to visit this hospital, and I must say, it was an exceptional experience from start to finish. The level of care and professionalism displayed by the staff was truly outstanding.Upon arrival, I was warmly greeted by the health care team",5
Excellent,5
Best doctor,5
The hospital is very neat and clean. The people here also care patients so well. This is the best hospital I have ever visited...,5
Docors and staff co-ordination is highly good,5
"This place is the most welcoming hospital I have ever seen in my life.The staff, security, co-ordinators, nursing, house keeping and doctors are the best team together.Just avoid cafeteria food. Rest, your good to go!!",5
"This hospital is dedicated to patients suffering from cancer. Their Consultants are among the best in their respective fields, and the staff are extremely friendly. Their patient relations officers are yet another popular bunch of people. Don't expect the service of a 5 star hotel, it's just a hospital. But I wouldn't blame you if you felt you were at such a place, because you are treated well and cared for.",5
Excellent service. Very helpful staff. Fine ambience. Please maintain and keep it up. God bless each staff and doctors with great health and safety,5
We are extremely satisfied and happy with the treatment and the staff was very nice and helpful.The earlier treatment for radiation and chemotherapy was excellent,5
"Not good hospital, trying to follow up and calling assistant of Dr for patient of heart attack while chemotherapy was being d1 in same hospital. I was very thankful for their ICU doctor who save my mother. But consulting DR are not good enough. Being calling and meeting them , they don't provide proper follow up.",1
nice services,4
"My father battled cancer and needless to say the how it is for family members. All the doctors, nursing staff, admin staff and even ward staff are very polite and understanding. Though my father lost the fight, we are happy he was cared for by patient friendly medical staff.1 more thing to mention about the hospital is their patient friendliness, all the doctors we consulted thought from patients perspective, no unnecessary treatments or tests were ever prescribed. I had pestered the doctors with a lot of questions, all of them were answered with patience. I would recommend this hospital and their oncology team to any1 who is looking for care.I hope no 1 else needs to fight cancer.",5
Excellent service by Dr. poovama and team,5
Very good,5
Great service ... professional staff...minimal waiting time which is a priority for me,5
"Doesn't look nor smell like a hospital, well equipped, clean, neat n tidy, easily accessible with ample parking space, no long waiting time, polite staff, quick and very good at their jobs, Doctors are exceptionally good..",5
Very worst experience!!! Wasting everybodys time. As a hospital they need to follow up the patients but in my case they were making us to follow up. I strongly recommend not to go. Pathetic experience????????????,1
"Very happy with service by cyetcare , Dr pradeep is very friendly explain everything to me thanks ll team",5
Excellent,5
Excellent service and very happy with treatment provided...Specially 'Akshita' was very kind and professional in treating the patient.Thanks for all the support.,5
"I had previllege of receiving treatment at 1 of the finest hospitals for Oncology, where they excel in providing the latest medicine and cutting-edge technology for the diagnosis and treatments.From the moment I entered the hospital, I was greeted by a warm and friendly staff who went out of their way to make me feel comfortable. The level of politeness and compassion exhibited by the doctors and staff was truly remarkable.The hospital's infrastructure was impeccable, with well-maintained and spotlessly clean facilities that added to a soothing and serene environment. It's evident that they prioritize patient comfort and hygiene.Throughout my stay during my mother in law surgery, I witnessed the exceptional care provided to all patients. The hospital staff seemed genuinely invested in the well-being of every individual, making sure they were attended to promptly and with utmost care.While all the staff members were commendable, I must give special recognition to Ms. Neethi who went above and beyond to assist my family and me. Her dedication and willingness to go the extra mile left a lasting impression on us. I must say her professionalism and cooperative nature made the process much smoother, and I am grateful for all the assistance she provided.Overall, my experience at the hospital was beyond satisfactory as of now. I left with a sense of gratitude for the exemplary care I received during my time there and also hope to continue the same for my upcoming visits . I would highly recommend this hospital to any1 seeking top-notch oncology treatment, where compassionate staff, state-of-the-art technology, and a nurturing environment come together to provide the best possible care.",5
"My mom d1 Mastectomy under the guidance of Dr Poovamma . Doctor was really great by understanding patient worries and problems. Good atmosphere and environment. Admin , nurses , security..etc every1 are very polite and responsible. This is the best hospital for all cancer patients.",5
Nice hospital and good staff sabeeha Martina Asiya bhavani and akshitha from radiology department good service in pet ct,5
"Radiation department is excellent Service.Staff is very cooperative.Today my mother's discharge process is going on, Megha sisters service is outstanding.",5
Doctor listen to our problemsTries to find root cause of the problemsWill not impose unnecessary testsAlways reachable,5
"Thanks to every1 at Cytecare Hospital. came for a health check up as my sister works there . Big thanks to Rekha, Rashmi,Dr Poovamma,Dr Punya, Dr Suhas ,Dr Rashmi , Neeti ,Nandita ,Carunya and Thaya from diet . I may have missed out on few names . Thanks to all .As soon as I entered, the way security person has greeted made my day .They are amazing . Thanks",5
"My wife and I went for the CYTE Plus screening at Cytecare Hospital the services provided were Outstanding. A special mention of Ms. Rashmi, Ms. Nanditha and Ms. Martina for their excellent service.",5
Excellent,5
My wife visited the hospitel for severeral tretment with Dr. Poovamma and Mili Baruah for Mind ans body wellness welbing practices. The outcome was great.,5
"Had d1 my Comprehensive Health check it was very well planned , procedures are highly recommended, and staff including Doctors are very friendly and extremely expertise.",5
"Very nice hospital, so happy with the service provided by hospital special thanks to Dr Akshay and Dr Nibha .",5
